203,Malaysian Industrial Development Authority,,Kuala Lumpur,,Malaysia,"The Malaysian Industrial Development Authority contact was contacted by representative of US companies and individuals who were interested in exploring and establishing business relations with Malaysia. Such contacts were made through the telephone, mail or personal visits. The Director and Assistant Director travelled to several cities to meet with the representative of the companies, bank and others.",97,203,True,143
184,Japan National Tourist Organization,10-1 Yuraku-cho 2-chome,"Chiyoda-ku, Tokyo",,Japan,"The Japan National Tourist Organization is a non-profit organization fully subsidized by the government of Japan and has as its objective promotion of travel to Japan from various parts of the world through publicity, advertising, information, etc. All services which I am rendering to the Japan National Tourist Organization are within the scope of the above objective.",98,184,True,144
364,Unifrance Film International,,,,France,"The promotion of French films in the United States and the gathering of commercial information concerning general interest in and the market for French films in the United States. In furtherance of these activities, registrant arranged screenings and special showings of French films in the United States. See Exhibit A annexed hereto for a listing of the films promoted by the registrant during the reporting period.",99,364,True,145
28,Camara de Azucareros,,,,Costa Rica,"During the six months ending February 29, 2008, the duties of the Costa Rican Board of Trade for its client involved liaisons in all their related areas with private organizations, commodity brokers and international organizations and daily covering of news relevant to their activities. The sugar division of the Department of Agriculture was kept informed on the progress of the sugar crop in Costa Rica and its compliance with the U.S. sugar quota. As most of the sugar activity is now concentrated in London at the International Sugar Organization meetings, and in Geneva with the World Trade Organizations, it was necessary to cover those areas. The efforts there were devoted to pass the Costa Rican Assembly a new International Sugar Agreement with Administrative clauses, and Costa Rica is now a member.",101,28,True,147
289,Republic Of Singapore (Singapore Tourism Board),,,,Singapore,,103,289,True,149
99,"Foreign Government, Kobe Municipal Government",,,,Japan,,105,99,True,151
240,People's Party of Pakistan,,,,Pakistan,Developed media monitoring reports; spoke with media representatives; secured and attended meetings for party representatives; and secured and staffed interviews for party representatives.,107,240,True,153
3,Abu Dhabi Investment Authority,,,,United Arab Emirates,Monitored issues surrounding sovereign wealth funds; advised client regarding strategy; supported development of clients internal communications functions.,107,3,True,154
135,Government of the Cayman Islands (Department of Tourism),,,,Cayman Islands,"Promotional Activities, Marketing Activities, Public Relations, Advertising",108,135,True,155
202,Malaysia Tourism Promotion Board,,,,Malaysia,"Our activities and services are in the way of promoting tourism to Malaysia by way of advertisement, dissemination of brochures, pamphlets and through Trade Shows/Expositions",109,202,True,156
209,Meat and Wool New Zealand - New Zealand Farmers' Organisation,,,,New Zealand,"Llaison and relationship management with US Livestock producer groups - Sheep and Beef, Collection of US market intelligence - prices, market trends, statistics, Joint activity with New Zealand exporting companies to promote New Zealand meat and wool products in the US, Engagement with lobbyists and regulators on issues of significance to New Zealand farmers, Currently including Mandatory Country of Origin Labeling (MCOOL), Farm Bill, Natural product labeling standards",110,209,True,157
195,Korea Tourism Organization,,,,Korea,,128,195,True,188
360,Turkish Republic of Northern Cyprus,H.E. Mr. Mehmet Ali Talat,Mersin,,Turkey,,130,360,True,190
297,St Lucia Tourist Board,,Castries St Lucia,,West Indies,,131,297,True,191
194,Korea International Trade Association,,,,Korea,1) Provides trade Inquiry services upon request (Please refer to the sample copy) 2) Participates in the events such as seminar (Please refer to the attached list) 3) Disseminates informational materials (Please refer to the sample copy) 4) Conducts research and survey of us economy & trade system,132,194,True,192
188,Kingdom of Jordan,,,,Jordan,-General legal representation.,133,188,True,196
303,States of Jersey,,,,States of Jersey,"-Representation of the States of Jersey government in meetings with US Treasury, State department and Congressional Committees on the attributes of the tax and financial systems of this country.",133,303,True,197
191,Kingdom of Thailand,,,,Thailand,-General legal representation.,133,191,True,194
178,Isle of Man,,,,Isle of Man,"-Representation of the States of Guernsey government in meetings with US Treasury, State department and Congressional Committees on the attributes of the tax and financial systems of this country.",133,178,True,195
37,"City of Amsterdam, Kingdom of Netherlands",,,,Netherlands,-General legal representation.,133,37,True,193
292,The Great Socialist People's Libyan Arab Jamahiriya,,,,Libya,General legal representation.,134,292,True,200
312,"Techsnabexport (""Tenex"")","28/3, Ozerkovskaya Nab",Moscow,,Russia,General legal representation.,134,312,True,199
296,St Lucia National Development Corp,,,,St Lucia,,135,296,True,207
162,Icelandic Tourist Board,,,,Iceland,"To represent Iceland Tourist Board, give information on services to travel agents and individual and distribute travel information and travel literature. All of our services are free and no tickets or articles are sold.",136,162,True,208
183,Japan Fisheries Association (JFA),,,,Japan,"In accordance with two retainer contracts with the JFA, I monitor U.S. government and industry activities on fisheries management and trade policy as these U.S. activities relate to Japanese fisheries and trade interests. I also provide advice to the JFA and its members on these policy issues.",137,183,True,209
165,India Trade Promotion Organisation,Pragati Bhawan Pragati Maidan,New Delhi,,India,1. Organise participation in Trade Shows in North America and Mexico 2. Generation of Trade Enquiries and forwarding to Head Office in India 3. Communicate Commercial information & trade data to Head office,138,165,True,210
92,"Far East Trade Service, Inc.",,,,Mexico,,139,92,True,212
310,Taiwan External Trade Development Council,,,,Taiwan,,139,310,True,211
281,Scottish Enterprise,"150 Broomielaw, 3 Atlantic Quay",Glasgow,,Scotland,"Scottish Enterprise carries out activities through Scottish Development and SCTR, Limited. The activities of Scottish Development Intl consist of publicizing Scotland as a region of U.S. commercial and industrial investment and development, seeking potential U.S. investors and developing links between Scottish Enterprise and such investors. The activities of SCTR, Limited consist in publicizing assisting Scottish companies with opening operations in the United States.",140,281,True,214
7,American Palm Oil Council,,,,Malaysia,The Registrant has continued to advise the American Palm Oil Council in connection with potential state and federal food labeling and advertising requirements and developments in related proceedings of the Food and Drug Administration and other agencies. The registrant also advises the American Palm Oil Council in connection with potential state and federal requirements and developments with respect to the use of palm oil in the production of biofuels.,141,7,True,215
302,States of Guernsey,,,,Guernsey,-General legal representation.,133,302,True,198
311,"Taiwan Trade Center, Inc.",,,,Taiwan,,139,311,True,213
31,Canadian Embassy,,,,Canada,"Monitor and analyze (i) legislative actions relating to the Clean Air Act and other related statutes involving international environmental impacts, (ii) Environmental Protection Agency regulatory actions, (iii) legislative and and administrative actions relating to the extraterritorial impacts of the Endangered Species Act, the Pacific Salmon Treaty, the Magnuson Fisheries Conservation Act and related Pacific fishery regulations, (iv) legislative and regulatory actions, and possible litigation, stemming from the proposed development of water projects in North Dakota potentially affecting Canada, including the possible construction of the Devil's Lake project and the Northwest Area Water Supply Project, and (v) government policy pertaining to environmental cleanup responsibilities associated with closure of U.S. military bases.",143,31,True,217
260,Province of Ontario,,,,Canada,"Monitor administrative rulemakings, policies, and legislative proposals that may affect transboundary air pollution or control waste exports from the Province of Ontario to the U.S.",143,260,True,218
369,Via Rail,,,,Canada,"M. Silver Associates Inc. provides public relations services for Via Rail. Our work for Via Rail entails ongoing media relations including press trips, preparation and distribution of press information, etc. The press trips involve verbal and written invitations to travel writers and editors and personally escorting the journalists to the principality.",145,369,True,220
206,Manufactured Imports and Investment Promotion Organization (MIPRO),,Tokyo,,Japan,"The Washington office of MIPRO submits information regarding office operation to the head office in Tokyo, Japan. This office gathers information regarding exports and prospective exports as well as investment for the Tokyo office which is subsequently used to stimulate and faciliate export trade to Japan and investment into Japan.",147,206,True,222
279,Saudi Basic Industry Corporation (SABIC),,,,Saudi Arabia,Provided public relations and political counsel and assistance to promote the interests of the foreign principal.,148,279,True,223
9,Association of Dutch Insurers (Verbond van Verzekeraars),,,,Netherlands,Provided advice and counsel principally on legislation concerning retroactive policy claims and met with congressional representatives regarding the same.,148,9,True,224
21,Beijing Organizing Committee for the Games of the XXIX Olympiad (through Hill & Knowlton China),,,,China,Provided public relations communications and public relations counsel related to the Organization of the XXIX Olympic Games.,148,21,True,225
294,Special Court for Sierra Leone,,,,Sierra Leone,Provided counsel and public relations services including to raise awareness and support for the Special Court for Sierra Leone.,148,294,True,226
131,"Government of Singapore, Prime Minister's Office (through Hill & Knowlton, Singapore)",,,,Singapore,"Developed and executed a public relations plan to promote opportunities in Singapore to target U.S. audiences, including through press communications and media efforts, outreach to universities and other organizations, and securing of a speaking opportunity.",148,131,True,227
361,UK Trade and Investment USA,,,,United Kingdom,No activity,148,361,True,228
11,Attiku Abubakar (through the Weidenfeld Law Firm),,,,Nigeria,No activity,148,11,True,229
29,Camara Nacional de la Industria Electronica de Telecomunicationes y Technologias de la Informacion (,,,,Mexico,No activity,148,29,True,230
34,China National Tourism Administration (CNTA),,Beijing,,China,"Jan. Adventure Show, New York Feb. New York Times Travel Show, New York March Seatrade, Miami Jun. Inaugural tourist group from China to the States",149,34,True,231
193,Korea Institute for International Economic Policy (KIEP),,,,Korea,,150,193,True,232
33,China Daily of Beijing,,,,China,"Foreign Principal: China Daily in Beijing, China. ""China Daily"" is an English full service newspaper, originally published in China for the benefit of people who do not speak Chinese. The newspaper is published worldwide. China Daily Distribution Corporation in Washington D.C. is the newspaper's agent in North America and Europe. Services rendered to the foreign principal are: printing through contract with printer of China Daily in Beijing, China, directly from photography negatives; distribution of the newspaper subscription in the United States",153,33,True,235
280,Small Business Corporation (SBC),,Seoul,,Korea,1) Assisted 20 Korean companies for their sound settlement in USA. 2) Assisted US companies in locating Korean manufactures or partners. 3) Invited 9 US technical experts to Korea for the purpose of assisting in the solution of various manufacturing problems encounted by small & medium sized companies.,154,280,True,236
26,British Council,"3100 Massachusetts Avenue, NW",Washington,DC,United Kingdom,"Scope of work: Edelman provided communications support surrounding the visit by Martin Davidson, British Council CEO, to the United States in December 2007. The duration of our work was from mid November to mid-December. Specific projects: Drafted a press release detailing Martin Davidson's visit to Iowa, New York and Washington, DC as part of his U.S. tour. Reached out to U.S.-based media to offer interviews and briefings for Martin Davidson, including The Los Angeles Times, The New York Times, Financial Times, International Herald Tribune, Reuters, Associated Press, WAMU (NPR affiliate). Secured and facilitated a briefing for Martin Davidson with The Los Angeles Times. Drafted an op-ed on behalf of Martin Davidson.",155,26,True,237
243,Panama Canal Authority,,,,Panama,The following outlines Edelman's general public relations activities performed for the ACP: Drafted and distributed press releases/e-mail blasts/media advisories. Coordinated media requests. Drafted letters/op-eds. Coordinated advertising campaigns. Facilitated direct mailing and travled on behalf of the ACP.,155,243,True,238
76,Embassy of the Kingdom of Morocco,,,,Morocco,The following outlines Edelman's general public relations activities performed for the Moroccan American Center for Policy: Drafted and distributed press releases/e-mail blasts/media advisories. Coordinated media requests. Drafted letters/op-eds. Arranged mettings and traveled.,155,76,True,239
72,Embassy of Panama,,,,Panama,Drafted and distributed press releases/e-mail blasts/media advisories on the following: Panamanian National Assembly President Not Seeking a Second Term President Torrijos-Bush meeting at the White House President Torrijos' meeting with President Bush and Members of Congress President Torrijos' speech at the Council of the Americas President Torrijos' meeting with President Bush during official Washington visit in September,156,72,True,241
309,Taipei Economic And Cultural Representative Office in the United States,,,,Taiwan,"Conducted studies of the present trade relationship between the United States and the foreign principal. We researched the current economic situation and any present legislation which affects the trade climate. We consulted with the foreign principal on a weekly basis regarding trade and economic matters, political developments in the United States and international developments and their impact on the United States. We monitored Senate and House Committee meetings, interpreted floor debates and identified trade and economic areas that could become trends or problems between the United States and the foreign principal. We also researched available publications and Cogressional records for comments that could be of interest to the foreign principal. No press releases were issued.",163,309,True,256
151,Government of Turkey,,,,Turkey,"the registrant provided legal advice, counsel, and representation before the United States Congress and Executive Branch on a broad range of legislative, regulatory, legal, and government relations matters related to U.S.-Turkey relations.",573,151,True,887
284,Senado de Republica/Mexican Senate,,,,Mexico,the registrant provided assistance in enhancing U.S.-Mexico relations.,573,284,True,885
89,"Executive Office of Dubai, et al.",,,,United Arab Emirates,"the registrant provided analysis, strategy, court appearances, trial, discovery, legal research, document review, drafting, correspondence, conferences, telephone calls, travel, negotiations, and other services rendered in connection with litigation as well as government affairs services related to the defense of litigation.",573,89,True,886
13,Avianca S.A.,,,,Colombia,General legal advice and services; no registrable activities were performed during this reporting period.,245,13,True,413
118,Government of Ethiopia,,,,Ethiopia,"the registrant provided legal advice and counsel and undertook legislative, regulatory, and public relations activities, including matters relating to Ethiopia's relationship with the United States.",573,118,True,884
108,Government of Afghanistan,,,,Afghanistan,"the registrant acted as counsel in Washington, D.C. on legislative, trade, investment, and other matters.",573,108,True,883
105,German State of Rheinland-Pfalz,,,,Germany,"the registrant provided assistance in enhancing U.S.-Rheinland-Pfalz relations, including issues relating to the U.S. Military facilities in the State.",573,105,True,882
