332,The Government of the Republic of Cameroon,,,,Cameroon,"During the reporting period, we advised the Republic of Cameroon with respect to its relationship with the U.S. Congress and the Executive Branch Departments and Agencies. We met with Executive Branch officials to educate them on Cameroon and to discuss bilateral and multilateral issues of importance to the country.",83,332,True,117
264,Government of the Republic of Cyprus,,,,Cyprus,"Patton Boggs has advised the Embassy of Cyprus on its relationship with the Legislative and Executive branches of the U.S. Government. Our activities have consisted of scheduling meetings with Members of Congress and Congressional staffers, attending these meetings, or accompanying an Embassy representative to meetings, and providing comments and advice regarding the content of congressional communications. We advised the Embassy on the status of legislation and legislative inquiries of interest to the Republic of Cyprus, on the status of congressional hearings of interest, strategies for dealing with Congress and U.S. government officials, and strategies for improvi",83,264,True,118
275,Royal Embassy of Saudi Arabia/Qorvis Communications,,,,Saudi Arabia,"Pursuant to our agreement with Qorvis Communications, we have provided services to the Royal Embassy of Saudi Arabia regarding the Embassy's relationship with the U.S. Congress. Our activities have consisted of scheduling meetings with Members of Congress and Congressional staffers, attending these meetings, or accompanying an Embassy representative to meetings, and providing comments and advice regarding the content of congressional communications. We advised the Embassy on the status of legislation and legislative inquiries of interest to the Royal Kingdom, on the status of congressional hearings of interest, strategies for dealing with Congress and U.S. government",83,275,True,119
113,Government of Bermuda,,,,Bermuda,"Continued to advise the Ministry of Finance, Government of Bermuda on US government policy, legislative, tax and regulatory issues.",83,113,True,120
78,Embassy of the Republic of Chad,,,,Chad,We provided advice and counsel to the Embassy of the Republic of Chad with regard to the improvement of its relations with the Executive Branch of the United States.,83,78,True,121
150,Government of the State of Qatar,,,,Qatar,"We advised the Government of the State of Qatar with respect to its bilateral relationship with the United States Government, including security and commercial issues. We also provided legal advice to the Government of Qatar in matters involving international law, commercial investment, litigation and contracts.",83,150,True,122
354,Tourism Authority of Thailand,,,,Thailand,,84,354,True,123
160,Hong Kong Trade Development Council,38/F Office Tower Convention Plaza 1 Harbour Road,Wanchai,,Hong Kong,"To promote Hong Kong trade with U.S.A., provide information on market situation, assist Head Office in the execution of promotional projects, establish, maintain & improve a databank of useful business contacts for handling business matching enquiries, provide consultative & trade enquiry services to Hong Kong and U.S.A. businessmen.",85,160,True,124
211,Mexican Ministry Of Tourism,,,,Mexico,"This office participates in travel shows, seminars, and conventions, as part of our promotional strategies. Many of these activities are organized by well established U.S. companies. Just to mention some of the events in which we participate, include: L.A. times travel and adventure show, bay area travel show, Mexicana Airlines travel showcase. Our participation consists merely in distributing pamphlets, travel guides and other related travel literature. Many times we are asked to give some welcoming remarks. Additionally, we conduct sales presentations to a select group of travel agents that sell Mexico, basically to introduce a new product, or to promote a new destination, or a new flight. These activities are carried out in conjunction with airlines serving Mexico. Furthermore, this office does not always invite media to our events, as our activities are for travel agents exclusive. Occasionally we invite media as guests, based on out friendship and personal relationship, but only to local events in the Los Angeles area only. We make referenced to the guidelines for responses to supplemental statements, in which we are asked to give ""a narrative account of activities""",86,211,True,125
54,Danish Meat Association (DMA) - (formerly - Danish Bacon and Meat Council (DBMC)),,,,Denmark,"Kept the DMA updated on U.S. food safety initiatives and proposed regulations affecting imports, the status of the Hazard Analysis and Critical Control Points (HACCP) re USDA inspection systems of meat plants and new sanitary operating procedures re meat products. I provided client with statistical information on U.S. pork exports and imports; discussed European FMD issue with client; kept DMA up-dated on mad cow and other diseases throughout the world. Kept client updated on any legislation affecting the importation of pork and pork products. Updated client on proposed Farm Bill. Met with client in Washington, D.C. Nov. 7-9, 2007 and discussed current trade issues and matters affecting the importation of Danish pork.",87,54,True,126
25,Borse Dubai Limited,,,,United Arab Emirates,"Registrant provided legal advice and representation to the foreign principal with respect to legislative and regulatory issues that may arise in connection with its proposed transaction with the NASDAQ. In addition, as requested by the foreign principal, the registrant will render advice on legislative, regulatory and public policy activities of interest. The registrant will also advice the foreign principal on media reports and related public affairs developments. As required, the registrant will undertake specific advocacy assignments with regard to legislative, regulatory, public policy or public affairs matters, and/or in other activities.",88,25,True,127
138,Government of the People's Republic of China,,,,China,"As requested by the foreign principal, registrant renders strategic advice and counseling to the foreign principal in connection with World Trade Organization negotiations, disputes and related matters. We are currently acting as counsel to the registrant in connection with antidumping and countervailing duty investigations of certain off-the-road new pneumatic tires from China. Registrant also renders advice and representation to the foreign principal on U.S. laws regulations, policies and actions by the Executive Branch, U.S. Congress, and U.S. Government agencies that may affect or relate to the activities and interests of the foreign principal.",88,138,True,128
124,Government of Japan,,,,Japan,"As requested by the foreign principal, registrant advises and represents the foreign principal on U.S. laws, regulations, policies, proposed congressional measures and actions by the U.S. Congress, Executive Branch and U.S. Government agencies that may affect or relate to the interests of the foreign principal, the bilateral U.S.-Japan/Japan-U.S. relationship, and/or Japanese nationals, including corporations, or policy regarding the United Nations. In some instances, these services include representation in international trade-related matters and litigation. As part of the foregoing efforts, the registrant, on behalf on the foreign principal, coordinated the services provided by The Fratelli Group (FARA registration number 5799), a public relations firm.",88,124,True,129
378,"Government of Ontario, Ministry of Natural Resources and Ministry of Economic Development and Trade",,,,Canada,"Registrant rendered advice on U.S. and international laws, regulations, and policies concerning Canada-U.S. trade issues, and represented the interests of the principal in the Softwood Lumber from Canada dispute.",88,378,True,130
275,Royal Embassy of Saudi Arabia,,,,Saudi Arabia,"Registrant provides legal counsel for the foreign principal in connection with general foreign policy and related matters. In addition, as requested by the foreign principal, the registrant will render advice on legislative, regulatory and public policy activities of interest. The registrant will also advise the foreign principal on media reports and related public affairs developments. As required, the registrant will undertake specific advocacy assignments with regard to legislative, regulatory, public policy or public affairs matters, and/or in other activities.",88,275,True,131
138,Government of the People's Republic of China,,,,China,"As requested by the foreign principal, registrant rendered strategic advice and counseling to the foreign principal in connection with World Trade Organization negotiations, disputes and related matters. We acted as counsel to the registrant in connection with antidumping and countervailing duty investigations of certain off-the-road new pneumatic tires from China. Registrant also rendered advice and representation to the foreign principal on U.S. laws, regulations, policies and actions by the Executive Branch, U.S. Congress, and U.S. Government agencies that may affect or relate to the activities and interests of the foreign principal.",89,138,True,132
124,Government of Japan,,,,Japan,"As requested by the foreign principal, registrant advised and represented the foreign principal on U.S. laws, regulations, policies, proposed congressional measures and actions by the U.S. Congress, Executive Branch and U.S. Government agencies that may affect or relate to the interests of the foreign principal, the bilateral U.S.-Japan/Japan-U.S. relationship, and/or Japanese nationals, including corporations, or policy regarding the United Nations. In some instances, these services included representation in international trade-related matters and litigation.",89,124,True,133
378,"Government of Ontario, Ministry of Natural Resources and Ministry of Economic Development and Trade",,,,Canada,"Registrant rendered advice on U.S. and international laws, regulations, and policies concerning Canada-U.S. trade issues, and represented the interests of the principal in the Softwood Lumber from Canada dispute.",89,378,True,134
275,Royal Embassy of Saudi Arabia,,,,Saudi Arabia,"Registrant provides legal counsel for the foreign principal in connection with general foreign policy and related matters. In addition, as requested by the foreign principal, the registrant rendered advice on legislative, regulatory and public policy activities of interest. The registrant also advised the foreign principal on media reports and related public affairs developments. As required, the registrant undertook specific advocacy assignments with regard to litigation, legislative, regulatory, public policy or public affairs matters, and/or in other activities.",89,275,True,135
182,Japan External Trade Organization,"P.O. Box 528, Ark Mori Building 12-32, Akasaka 1-chome, Minato-ku",Tokyo,,Japan,"The Japan External Trade Organization (JETRO), established by a special law in Japan, is a non-profit, Japanese-government supported organization dedicated to promoting mutually beneficial trade and economic relations between Japan and other countries. In the United States, JETRO currently maintains offices in New York, San Francisco, Chicago, Los Angeles, Houston, and Atlanta. These offices provide information relating to the Japanese economy and business as well as U.S.-Japan economic and trade relations and engage in various activities to promote a mutual understanding of U.S.-Japan economic and trade relations. The functions of JETRO's U.S. offices are believed to be similar to those of the United States Trade Center or U.S. Commercial Service (of the United States Department of Commerce). As the Houston-based office of the Japan External Trade Organization (JETRO), JETRO-Houston provides to public officials, corporations, associations, individuals and any other interested parties information and materials relating to various aspects of Japanese economy and business, as well as U.S.-Japan economic and trade relations. JETRO-Houston also monitors the development of U.S. economic and market conditions for JETRO.",90,182,True,136
182,Japan External Trade Organization (JETRO),"P.O. Box 528, Ark Mori Building 12-32, Akasaka 1-chome, Minato-ku",Tokyo,,Japan,"The Japan External Trade Organization (JETRO), established by a special law in Japan, is a non-profit, Japanese-government supported organization dedicated to promoting mutually beneficial trade and economic relations between Japan and other countries. In the United States, JETRO currently maintains offices in New York, San Francisco, Chicago, Los Angeles, Houston, and Atlanta. These offices provide information relating to the Japanese economy and business as well as U.S.-Japan economic and trade relations and engage in various activities to promote a mutual understanding of U.S.-Japan economic and trade relations. The functions of JETRO's U.S. offices are believed to be similar to those of the United States Trade Center or U.S. Commercial Service (of the United States Department of Commerce). As the Houston-based office of the Japan External Trade Organization (JETRO), JETRO-Houston provides to public officials, corporations, associations, individuals and any other interested parties information and materials relating to various aspects of Japanese economy and business, as well as U.S.-Japan economic and trade relations. JETRO-Houston also monitors the development of U.S. economic and marked conditions for JETRO.",91,182,True,137
324,The Executive of the World Zionist Organization,,Jerusalem,,Israel,"To foster the ideals of Zionism and Judaism, and the unity of the Jewish people, to encourage the immigration of Jews to Israel and their resettlement and rehabilitation therein in industry, agriculture, commerce and the trades; and to assist and further their cultural, educational, religious, social, artistic and scientific endeavors. To encourage, foster and promote the knowledge and study of Hebrew language and literature, Jewish culture, history, philisophy and traditions, and the achievement of the Zionist ideal; and in connection therewith, to disseminate, publish and otherwise make available cultural, literature, religious, social, artistic, scientific and other publications and works relating to Judaism, Zionism, Israel and kindred subjects.",92,324,True,138
224,Monaco Government Tourist Office,,,,Monaco,a) Trade Shows / Conferences b) Seminars for Travel Agents c) Contacts with Media for Advertising Purpose,93,224,True,139
224,Monaco Government Tourist Office,,,,Monaco,a) Trade shows / Industry conferences b) Seminars for travel agents c) Contacts with media for advertising purpose,94,224,True,140
155,Govt. Of India Ministry Of Tourism,Transport Bhawan 1 Parliament Street,New Delhi,,India,,95,155,True,141
155,Govt. of India Ministry of Tourism,1 Transport Bhavan Parliament Street,New Delhi,,India,,96,155,True,142
203,Malaysian Industrial Development Authority,,Kuala Lumpur,,Malaysia,"The Malaysian Industrial Development Authority contact was contacted by representative of US companies and individuals who were interested in exploring and establishing business relations with Malaysia. Such contacts were made through the telephone, mail or personal visits. The Director and Assistant Director travelled to several cities to meet with the representative of the companies, bank and others.",97,203,True,143
184,Japan National Tourist Organization,10-1 Yuraku-cho 2-chome,"Chiyoda-ku, Tokyo",,Japan,"The Japan National Tourist Organization is a non-profit organization fully subsidized by the government of Japan and has as its objective promotion of travel to Japan from various parts of the world through publicity, advertising, information, etc. All services which I am rendering to the Japan National Tourist Organization are within the scope of the above objective.",98,184,True,144
364,Unifrance Film International,,,,France,"The promotion of French films in the United States and the gathering of commercial information concerning general interest in and the market for French films in the United States. In furtherance of these activities, registrant arranged screenings and special showings of French films in the United States. See Exhibit A annexed hereto for a listing of the films promoted by the registrant during the reporting period.",99,364,True,145
364,Unifrance Film International,,,,France,"The promotion of French films in the United States and the gathering of commercial information concerning general interest in and the market for French films in the United States. In furtherance of these activities, registrant arranged screenings and special showings of French films in the United States. See Exhibit A annexed hereto for a listing of the films promoted by the registrant during the reporting period.",100,364,True,146
28,Camara de Azucareros,,,,Costa Rica,"During the six months ending February 29, 2008, the duties of the Costa Rican Board of Trade for its client involved liaisons in all their related areas with private organizations, commodity brokers and international organizations and daily covering of news relevant to their activities. The sugar division of the Department of Agriculture was kept informed on the progress of the sugar crop in Costa Rica and its compliance with the U.S. sugar quota. As most of the sugar activity is now concentrated in London at the International Sugar Organization meetings, and in Geneva with the World Trade Organizations, it was necessary to cover those areas. The efforts there were devoted to pass the Costa Rican Assembly a new International Sugar Agreement with Administrative clauses, and Costa Rica is now a member.",101,28,True,147
28,Camara de Azucareros,,,,Costa Rica,"During the six months ending August 31, 2008, the duties of the Costa Rican Board of Trade for its client involved liaisons in all their related areas with private organizations, commodity brokers and international organizations and daily covering of news relevant to their activities. The sugar division of the Department of Agriculture was kept informed on the progress of the sugar crop in Costa Rica and its compliance with the U.S. sugar quota. As most of the sugar activity is now concentrated in London at the International Sugar Organization meetings, and in Geneva with the World Trade Organizations, it was necessary to cover those areas. The efforts there were devoted to pass the Costa Rican Assembly a new International Sugar Agreement with Administrative clauses, and Costa Rica is now a member.",102,28,True,148
