4460,Robert Winthrop Johnson II,2008-07-31,"Balch & Bingham LLP 801 Pennsylvania Avenue, NW., Suite 325",Washington,DC,20004,184
4486,"Public Strategies Washington, Inc.",2008-03-31,"633 Pennsylvania Ave., NW",Washington,DC,20004,185
4490,"Japan Network Group, Inc.",2008-03-31,"100 Broadway, 15th Floor",New York,NY,10005,186
4490,"Japan Network Group, Inc.",2008-09-30,"100 Broadway, 15th Floor",New York,NY,10005,187
4511,Keene & Associates,2008-05-31,"1400 N Street, Suite 8 P.O. Box 161840",Sacramento,CA,95816,188
4533,"International Registries, Inc.",2008-01-31,11495 Commerce Park Drive,Reston,VA,20191,189
4533,"International Registries, Inc.",2008-07-31,11495 Commerce Park Drive,Reston,VA,20191,190
4561,APCO Worldwide Inc.,2008-03-31,"700 12th Street, N.W. Suite 800",Washington,DC,20005,254
4561,APCO Worldwide Inc.,2008-09-30,"700 12th Street, N.W. Suite 800",Washington,DC,20005,192
4575,American Palm Oil Council,2008-06-30,21515 Hawthorne Boulevard Suite 690,Torrance,CA,90503,193
4610,Oromo Liberation Front (OLF),2008-01-31,1810 9th St NW,Washington,DC,20001,194
4610,Oromo Liberation Front (OLF),2008-07-31,1810 9th St. NW,Washington,DC,20001,195
4649,Theodore G. Kronmiller,2008-04-30,961 Leigh Mill Road,Great Falls,VA,22066,196
4660,Maseng Communications,2008-05-31,c/o Joyce Romanus 11305 Baroque Road,Silver Spring,MD,20901,197
4751,Michael E. Veve,2008-01-31,"1250 Connecticut Avenue, NW Suite 200",Washington,DC,20036,198
4751,Michael E. Veve,2008-07-31,"1250 Connecticut Ave., N.W. Suite 200",Washington,DC,20036,199
4762,Polish National Tourist Office,2008-02-29,"5 Marine View Plaza, Suite 208",Hoboken,NJ,07030,200
4762,Polish National Tourist Office,2008-08-31,"5 Marine View Plaza, Suite 208",Hoboken,NJ,07030,201
4776,Foley Hoag LLP,2008-03-31,1875 K Street NW Suite 800:(,Washington,DC,20006,202
4776,Foley Hoag LLP,2008-09-30,1875 K St. NW Suite 800,Washington,DC,20006,203
4777,Development Counsellors International,2008-03-31,215 Park Ave. South 10th Floor,New York,NY,10003,204
4777,Development Counsellors International,2008-09-30,215 Park Ave. South 10th Floor,New York,NY,10003,205
4789,Ethiopian People Revolutionary Party,2008-04-30,P.O. Box 73337,Washington,DC,20056,206
4832,Native American Rights Fund,2008-07-31,"1712 N St., NW",Washington,DC,20036,207
4832,Native American Rights Fund,2008-01-31,"1712 N St., NW",Washington,DC,20036,208
4848,"Samuels International Associates, Inc.",2008-02-29,"1140 Connecticut Avenue, NW Suite 950",Washington,DC,20036,209
4848,"Samuels International Associates, Inc.",2008-08-31,"1140 Connecticut Ave, NW Suite 950",Washington,DC,20036,210
4860,Office of Deputy Commissioner of Maritime Affairs,2008-04-30,"Vanuatu Maritime Services Limited 42 Broadway, Suite 1200-18",New York,NY,10004,211
4860,Office of Deputy Commissioner of Maritime Affairs,2008-10-31,"Vanuatu Maritime Services Limited 39 Broadway, Suite 1200-18",New York,NY,10006,212
4885,Visitsweden (Former Swedish Travel & Tourism Counc,2008-01-31,655 Third Avenue,New York,NY,10017,213
4885,VisitSweden,2008-07-31,655 Third Avenue,New York,NY,10017,214
4909,"Colombian Coffee Federation, Inc.",2008-04-30,140 E 57th Street,New York,NY,10022,215
4929,Blank Rome LLP,2007-01-31,"600 New Hampshire Ave., NW",Washington,DC,20037,575
4929,Blank Rome LLP,2008-07-31,600 New Hampshire Ave NW,Washington,DC,20037,576
495,Austrian Tourist Office Inc,2008-06-30,120 West 45th Street 9th Floor,New York,NY,10036,218
4969,"Xin Min International, Inc.",2008-05-31,1520 S. Garfield Avenue,Alhambra,CA,91801,219
4990,"JWI, LLC dba Jefferson Waterman International",2008-02-29,"1401 K Street, NW Suite 400",Washington,DC,20005,220
4990,"JWI, LLC dba Jefferson Waterman International",2008-08-31,"1401 K Street, NW Suite 400",Washington,DC,20005,221
5002,David M. Staton,2008-03-31,368 Jaguar Drive,Inwood,WV,25428,222
5002,David M. Staton,2008-09-30,368 Jaguar Drive,Inwood,WV,25428,223
5041,"Austrian Trade Commission in the USA, Southern Reg",2008-02-29,"4200 Northside Pkwy., NW, Bldg. 1, Ste. 300 Region Office",Atlanta,GA,30327,224
5041,"Austrian Trade Commission in the USA, Southern Reg",2008-08-31,"4200 Northside Pkwy., NW Bldg. 1, Ste. 300 Region Office",Atlanta,GA,30327,225
5044,"Reed, T. Dean",2008-03-31,37277 Branchriver Rd,Purcellville,VA,20132,226
508,Cleary Gottlieb Steen & Hamilton LLP,2008-06-30,One Liberty Plaza,New York,NY,10006,227
5115,Czech Center New York,2008-06-09,1109 Madison Avenue,New York,NY,10028,228
5119,"KWR International, Inc.",2008-01-31,275 Madison Avenue,New York,NY,10016,229
5119,"KWR International, Inc.",2008-07-31,275 Madison Ave,NY,NY,10016,230
5137,Urenco Inc,2008-05-31,1560 Wilson Boulevard Suite 300,Arlington,VA,22209,231
5143,"Haitian Development USA, Inc.",2008-06-30,"136-40 39th Ave., Suite 508",Flushing,NY,11354,232
3047,Garvey Schubert Barer A Partnership of Professiona,2008-02-29,1191 Second Avenue,Seattle,WA,98101,233
3354,British Virgin Islands Tourist Board,2008-04-30,,,,,238
3911,CMGRP Inc. DBA Weber Shandwick,,"700 13th Street, NW, #800",Washington,DC,20005,246
4883,Lloyd's of London,2008-01-31,One Lime Street,London,,,249
4883,Lloyd's of London,2008-07-31,One Lime Street,London,,,250
5044,"Reed, T. Dean",2008-09-30,,,,,257
4146,Tourism Queensland (formerly Queensland Tourist an,2008-05-31,"6100 Center Drive, Suite 1150",Los Angeles,CA,90045,259
4274,Representative of German Industry and Trade,2008-01-31,1776 I Street NW Suite 1000,Washington,DC,20006,260
4274,Representative of German Industry and Trade,2008-07-31,"1776 I Street, NW Suite 1000",Washington,DC,20006,261
5006,Friends Of Sinn Fein,2008-04-30,"67 Wall Street, Suite 2401",New York,NY,10005,262
5116,"Dentsu America, Inc",2008-06-30,32 Ave Of The Americas,New York,NY,10113,263
5166,Lester S. Hyman,2008-03-31,"c/o Bingham McCutchen 2020 K Street, N.W.",Washington,DC,20007,264
5166,Lester S. Hyman,2008-09-30,c/o Bingham McCutheon 2020 K St. NW,Washington,DC,20007,265
5174,Osaka Prefectural Government,2008-04-30,332 Pine Street Suite 610,San Francisco,CA,94104,266
5181,Charles J. O'Mara,2008-05-31,1255 23rd St. NW Suite 220,Washington,DC,20037,267
5198,Pillsbury Winthrop Shaw Pittman LLP,2008-01-31,50 Fremont Street,San Francisco,CA,94105,268
5198,Pillsbury Winthrop Shaw Pittman LLP,2008-07-31,50 Fremont Street,San Francisco,CA,94105,269
5201,"Asia Associates, Incorporated",2008-02-29,1484 Quilters Court,Chambersburg,PA,17201,270
5201,"Asia Associates, Incorporated",2008-08-31,1484 Quilters Court,Chambersburg,PA,17201,271
5208,"Porter Wright Morris & Arthur, LLP",2008-09-30,"1919 Pennsylvania Ave., NW, Suite 500",Washington,DC,20006,272
5208,"Porter Wright Morris & Arthur, LLP",2008-03-31,"1919 Pennsylvania Ave., NW, Suite 500",Washington,DC,20006,273
5213,Finkelstein Thompson LLP,2008-03-31,"1050 30th Street, N.W.",Washington,DC,20007,274
5213,Finkelstein Thompson LLP,2008-09-30,"1050 30th Street, N.W.",Washington,DC,20007,275
5244,Palestinian Liberation Organization,2008-03-31,"1320 18th Street, NW Suite #200",Washington,DC,20036,276
5244,Palestinian Liberation Organization,2008-09-30,"1320 18th Street, NW Suite # 200",Washington,DC,20036,277
5246,Larry L. Overstreet,2008-03-31,"8000 Maryland Avenue, Ste. 1320",St. Louis,MO,63105,278
5246,Larry L. Overstreet,2008-09-30,"8000 Maryland Avenue, Ste. 1320",St. Louis,MO,63105,279
5265,Wexler & Walker Public Policy Associates,2008-06-30,1317 F Street NW Suite 600,Washington,DC,20004,280
5290,"Global Policy Group, Inc.",2008-06-30,"1101 - 16th St., NW",Washington,DC,20036,281
5292,"Global USA, Inc.",2008-06-30,"1990 M St., NW #200",Washington,DC,20036,282
5296,International Underwriting Association Of London,2008-01-31,3 Minster Court Mincing Lane,London,,,321
5299,Bruce Zagaris,2008-02-29,"Berliner, Corcoran & Rowe, LLP 1101 17th Street, N.W., Suite 1100",Washington,DC,20036,284
5299,Bruce Zagaris,2008-08-31,"Berliner, Corcoran & Rowe, LLP 1101 17th Street, N.W., Suite 1100",Washington,DC,20036,285
529,Belgian Tourist Office,2008-06-30,"220 East 42nd Street, Suite 3402",New York,NY,10017,286
5303,"Sandler, Travis & Rosenberg, P.A.",2008-01-31,"1300 Pennsylvania Ave, NW Suite 400",Washington,DC,20004,287
5321,"Saudi Petroleum International, Inc.",2008-01-31,527 Madison Avenue,New York,NY,10022,288
5321,"Saudi Petroleum International, Inc.",2008-07-31,527 Madison Avenue,New York,NY,10022,289
5331,Anne Smith Caparso,2008-03-31,4 Evergreen Way,Strathom,NH,03885,577
5331,Anne Smith Caperso,2008-09-30,4 Evergreen Way,Stratham,NH,03885,578
5334,"Commonwealth of Dominica Maritime Registry, Inc.",2008-04-30,32 Washington Street,Fairhaven,MA,02719,292
5342,Office of the Nagorno Karabakh Republic in the USA,2008-05-31,"1140 19th Street, NW, Ste 600",Washington,DC,20036,293
5344,U.S. Representative Offices of the Development Ban,2008-05-31,1251 Avenue of the Americas Suite 830,New York,NY,10020,294
5350,Malaysian Industrial Development Authority,2008-06-30,"226, Airport Parkway, Ste 480",San Jose,CA,95110,295
5355,"Jones, Walker, Waechter, Poitevent, Carrere & Dene",2008-01-31,"499 South Capitol Street, SW - Suite 600",Washington,DC,20003,579
5355,"Jones, Walker, Waechter, Poitevent, Carrere & Dene",2008-07-31,"499 South Capitol Street, SW - Suite 600",Washington,DC,20003,580
5356,The Livingston Group LLC,2008-01-31,"499 S. Capitol St., SW, #600",Washington,DC,20003,581
5356,The Livingston Group LLC,2008-07-31,"499 S. Capitol St., SW, #600",Washington,DC,20003,582
5358,Solarz Associates,2008-02-29,1120 Bellview Road,McLean,VA,22102,300
5358,Solarz Associates,2008-08-31,1120 Bellview Road,McLean,VA,22102,301
5365,"Miller & Chevalier, Chartered",2008-04-30,"655 Fifteenth Street, N.W., Suite 900",Washington,DC,20005,583
5365,"Miller & Chevalier, Chartered",2008-10-31,"655 Fifteenth Street, N.W., Suite 900",Washington,DC,20005,584
5373,"Plexus Consulting Group, LLC",2008-06-30,"1620 Eye St., NW Suite 210",Washington,DC,20006,304
5398,Butterfield Carter & Associates,2008-06-30,"1010 Pennsylvania Ave, SE",Washington,DC,20003,305
5401,"Van Scoyoc Associates, Inc.",2008-06-30,"101 Constitution Avenue, NW, Suite 600 West",Washington,DC,20001,585
5402,BKSH & Associates,2008-06-30,"1110 Vermont Avenue, NW Suite 1000",Washington,DC,20005,307
5408,McGuireWoods Consulting LLC,2008-02-29,"1050 Connecticut Avenue, NW Suite 1200",Washington,DC,20036,308
5408,McGuireWoods Consulting LLC,2008-08-31,"1050 Connecticut Avenue, NW Suite 1200",Washington,DC,20036,309
5414,GoodWorks International LLC,2008-03-31,"303 Peachtree St., NE Suite 4420",Atlanta,GA,30308,310
5414,GoodWorks International LLC,2008-09-30,"303 Peachtree St., NE Suite 4420",Atlanta,GA,30308,311
5430,Barbour Griffith & Rogers LLC d/b/a BGR Holding,2008-05-31,"1275 Pennsylvania Ave., N.W.",Washington,DC,20004,312
5432,The Loeffler Group LLP,2008-05-31,1801 K Street NW Suite 340,Washington,DC,20006,313
5437,Orion Strategies LLC,2008-05-31,"918 Pennsylvania Ave, SE",Washington,DC,20003,314
5444,Malaysian Rubber Export Promotion Council,2008-01-31,3516 International Court NW,Washington,DC,20008,315
5444,Malaysian Rubber Export Promotion Council,2008-07-31,3516 International Court NW,Washington,DC,20008,316
5451,"Hecht, Spencer & Associates, Inc.",2008-02-29,"499 South Capitol Street, SW, #507",Washington,DC,20003,317
5451,"Hecht, Spencer & Associates, Inc.",2008-08-31,499 South Capitol Street SW #507,Washington,DC,20003,318
5467,"The Gallagher Group, LLC",2008-01-31,1800 N. Kent Street Suite 975,Arlington,VA,22209,319
5478,"The Harbour Group, LLC",2008-03-31,2300 N Street NW Suite 1200,Washington,DC,20037,320
5296,International Underwriting Association of London,2008-07-31,3 Minster Court Mincing Lane,London,,,322
5478,The Harbour Group LLC,2008-09-30,2300 N Street NW Suite 1200,Washington,DC,20037,323
5481,"OIC Services, Inc.",2008-05-31,12337 Jones Road Suite 301,Houston,TX,77070,324
5483,Qorvis Communications LLC,2008-03-30,"1201 Connecticut Ave., NW, Suite 500",Washington,DC,20036,325
5486,Small Business Corporation (f/k/a Small & Medium I,2008-03-30,1952 Gallows Road Suite 110,Vienna,VA,22182,326
5486,Small Business Corporation (f/k/a Small & Medium I,2008-09-30,1952 Gallows Road Suite 110,Vienna,VA,22182,327
5490,"LISCR, LLC",2008-04-30,8619 Westwood Center Drive #300,Vienna,VA,22182,328
5512,Mullen Advertising,2008-02-29,36 Essex Street,Wenham,MA,01984,329
5514,Michael Joseph Fonte,2008-02-29,8 Belmont Court,Silver Spring,MD,20910,330
5514,Michael J. Fonte,2008-08-31,8 Belmont Court,Silver Spring,MO,20910,331
5523,"The Gabriel Company, LLC",2008-04-30,"1101 Vermont avenue, NW Suite 411",Washington,DC,20005,332
5537,Richard L. Collins & Company,2008-02-29,2111 Wilson Blvd. Suite 700,Arlington,VA,22201,333
5537,"Richard L. Collins & Company, Inc.",2008-08-31,2111 Wilson Blvd. Suite 700,Arlington,VA,22201,334
5539,"The Whitaker Group, LLC",2008-02-28,"1133 - 21st Street, NW - Ste. 405",Washington,DC,20036,335
5539,"The Whitaker Group, LLC",2008-08-31,"1133 21st Street, NW Suite 405",Washington,DC,20036,336
5540,MPD Consultants LLC,2008-02-29,5615 Bent Branch Road,Bethesda,MD,20816,337
5540,MPD Consultants LLC,2008-08-31,5615 Bent Branch Road,Bethesda,MD,20816,338
5549,Alston & Bird LLP,2008-04-30,The Atlantic Building 950 F Street NW,Washington,DC,20004,339
5551,C. Landon Parvin,2008-04-30,902 Sylvania Ave.,Fredericksburg,VA,22401,340
5551,C. Landon Parvin,2008-10-31,902 Sylvania Ave.,Fredericksburg,VA,22401,341
5570,"Ryberg and Smith, L.L.C.",2008-01-31,"1054 31st Street, N.W., Suite 540",Washington,DC,20007,342
5570,Ryberg and Smith LLC,2008-07-31,"1054 31st Street N.W., Suite 540",Washington,DC,20007,343
5579,"Weber Shandwick, Inc. DBA Powell Tate/Weber Shandw",2008-04-30,700 13th Street NW,Washington,DC,20005,344
5584,Law Offices of Stewart and Stewart,2008-05-31,"2100 M Street, NW Suite 200",Washington,DC,20037,345
5591,"The Government of Fukuoka Prefecture, Silicon Vall",2008-06-30,"111 N. Market Street, Suite 636",San Jose,CA,95113,346
5592,Valerie L. Van Sickle,2008-06-30,750 Menlo Avenue Suite 200,Menlo Park,CA,94025,347
5597,Council of Khalistan,2008-01-31,730 24th St. NW #310,Washington,DC,20037,348
5597,Council of Khalistan,2008-07-31,730 24th St NW #310,Washington,DC,20037,349
55,Switzerland Tourism,2008-06-30,608 Fifth Avenue,New York,NY,10020,350
5600,"Ainsley Gill & Associates, LLC",2008-02-29,1627 K Street NW Suite 901,Washington,DC,20006,351
5600,"Ainsley Gill & Associates, LLC",2008-08-31,"1627 K Street, N.W. Suite 901",Washington,DC,20006,352
5609,Venezuela Information Office LLC,2008-02-29,"2000 P Street, NW Suite 240",Washington,DC,20036,353
5609,"Venezuela Information Office, LLC",2008-08-31,"2000 P St., NW Suite 240",Washington,DC,20036,354
5614,Al Paul Lefton Company Inc.,2008-03-31,100 Independence Mall West,Philadelphia,PA,19106,355
5614,Al Paul Lefton Company Inc.,2008-09-30,100 Independence Mall West,Philadelphia,PA,19106,356
5630,Vivien Ravdin,2008-02-28,80 South Van Dorn Street,Alexandria,VA,22304,357
5630,Vivien Ravdin,2008-02-28,80 South Van Dorn Street,Alexandria,VA,22304,358
5630,Vivien Ravdin,2008-07-31,80 South Van Dorn Street,Alexandria,VA,22304,359
5631,"Osaka University, San Francisco Office",2008-01-31,120 Montgomery Street Suite 1270,San Francisco,CA,94104,360
5631,"Osaka University, San Francisco Office",2008-07-31,120 Montgomery Street Suite 1270,San Francisco,CA,94104,361
5637,Melady Associates,2008-02-29,"3016 Tilden St NW, Suite 401",Washington,DC,20008,362
5641,Watts Partners (J.C. Watts Companies),2008-02-29,"600 13th Street, N.W. Suite 790",Washington,DC,20005,363
5641,Watts Partners (J.C. Watts Companies),2008-08-31,"600 13th Street, N.W. Suite 790",Washington,DC,20005,364
5643,Cassidy & Associates,2008-03-31,"700 13th Street, N.W., Suite 400",Washington,DC,20005,365
5643,Cassidy & Associates,2008-09-30,"700 13th Street, N.W. Suite 400",Washington,DC,20005,366
5647,"Bavarian Ministry for Economic Affairs, Infrastruc",2008-06-30,"560 Lexington Avenue, 17th Floor",New York,NY,10022,367
5648,"Moroccan-American Center for Policy, Inc.",2008-04-30,"1101 Vermont Avenue, NW Suite 411",Washington,DC,20005,368
5649,Levick Strategic Communications,2008-04-30,"1900 M Street, NW",Washington,DC,20036,369
5652,Kirkpatrick & Lockhart Preston Gates Ellis LLP,2008-04-30,1601 K Street NW,Washington,DC,20006,370
