Amount,Date,Client,Registrant,Purpose,To Subcontractor,Source,Record ID
278569.00,2012-10-01,Japan External Trade Organization (JETRO),JETRO San Francisco,Office Expenses,,http://www.fara.gov/docs/1813-Supplemental-Statement-20130430-18.pdf,109917
184807.00,2012-10-01,Japan External Trade Organization (JETRO),JETRO San Francisco,Outsourcing(Research),,http://www.fara.gov/docs/1813-Supplemental-Statement-20130430-18.pdf,109918
161997.08,02/28/13*,Japan External Trade Organization (JETRO),JETRO Chicago,,,http://www.fara.gov/docs/1850-Supplemental-Statement-20130326-17.pdf,110672
248486.40,02/28/13*,Japan External Trade Organization (JETRO),JETRO Chicago,,,http://www.fara.gov/docs/1850-Supplemental-Statement-20130326-17.pdf,110673
180749.65,02/28/13*,Japan External Trade Organization (JETRO),JETRO Chicago,,,http://www.fara.gov/docs/1850-Supplemental-Statement-20130326-17.pdf,110674
146948.57,02/28/13*,Japan External Trade Organization (JETRO),JETRO Chicago,,,http://www.fara.gov/docs/1850-Supplemental-Statement-20130326-17.pdf,110675
183333.57,02/28/13*,Japan External Trade Organization (JETRO),JETRO Chicago,,,http://www.fara.gov/docs/1850-Supplemental-Statement-20130326-17.pdf,110676
208838.33,02/28/13*,Japan External Trade Organization (JETRO),JETRO Chicago,,,http://www.fara.gov/docs/1850-Supplemental-Statement-20130326-17.pdf,110677
1357118.61,12/31/12*,Tourism Authority of Thailand,Tourism Authority Of Thailand,,,http://www.fara.gov/docs/1897-Supplemental-Statement-20130205-16.pdf,111039
1320295.29,02/28/13*,Singapore Economic Development Board,Singapore Economic Development Board,,,http://www.fara.gov/docs/2003-Supplemental-Statement-20130410-17.pdf,110948
193341.55,03/31/13*,Alpine Tourist Commission,Alpine Tourist Commission,,,http://www.fara.gov/docs/2052-Supplemental-Statement-20130424-17.pdf,110779
46698.82,12/31/11*,Romanian Tourism Ministry,Romanian Tourist Office,,,http://www.fara.gov/docs/2093-Supplemental-Statement-20120131-15.pdf,111402
1507592.79,04/30/13*,Hong Kong Tourism Board,Head Office In The United States Hong Kong Tourism,,,http://www.fara.gov/docs/2110-Supplemental-Statement-20130520-17.pdf,110889
285857.74,12/31/12*,Tourism Authority of Thailand,Tourism Authority of Thailand,Office Personnel,,http://www.fara.gov/docs/2178-Supplemental-Statement-20130208-19.pdf,110974
120138.83,2012-12-31,Tourism Authority of Thailand,Tourism Authority of Thailand,Office Operation,,http://www.fara.gov/docs/2178-Supplemental-Statement-20130208-19.pdf,110975
736834.74,2012-12-31,Tourism Authority of Thailand,Tourism Authority of Thailand,Promotion,,http://www.fara.gov/docs/2178-Supplemental-Statement-20130208-19.pdf,110976
70129.13,2012-12-31,Tourism Authority of Thailand,Tourism Authority of Thailand,Advertising,,http://www.fara.gov/docs/2178-Supplemental-Statement-20130208-19.pdf,110977
3323318.05,01/31/13*,Hong Kong Trade Development Council,Hong Kong Trade Development Council Inc.,,,http://www.fara.gov/docs/2181-Supplemental-Statement-20130227-17.pdf,110646
3213171.31,07/31/12*,Hong Kong Trade Development Council,Hong Kong Trade Development Council Inc.,,,http://www.fara.gov/docs/2181-Supplemental-Statement-20130308-18.pdf,110978
4620.08,02/28/13*,Government of Antigua and Barbuda,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110384
1001.08,02/28/13*,Government of Japan,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110385
1219.66,02/28/13*,"Government of Ontario, Ministry of Natural Resources and Ministry of Economic Development and Trade",Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110386
5977.54,02/28/13*,Royal Embassy of Saudi Arabia,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110387
313707.59,02/28/13*,Pemex-Exploracion y Produccion,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110388
558025.00,03/31/13*,Japan External Trade Organization (JETRO),"JETRO, Houston",Office expenses,,http://www.fara.gov/docs/2277-Supplemental-Statement-20130423-16.pdf,110781
785474.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Salaries and related payroll taxes and benefits,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109919
197552.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Pensions,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109920
137833.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Travel,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109921
36972.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Telephone,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109922
197222.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Office expenses,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109923
82260.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Legal and Accounting fees,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109924
1114.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Security,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109925
6962.00,12/31/12*,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Jerusalem activities,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109926
15000.00,2012-09-11,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment #1, Y2L Conference, hotel rooms",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109927
15000.00,2012-09-11,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment #2, Y2L Conference, hotel rooms",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109928
1593.75,2012-12-14,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Morim Motztynim Breakfast 10/23/2012,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109929
392.00,2012-12-14,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Morim Motztynim Breakfast 10/22/2012,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109930
2101.00,2012-11-01,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment, Morim conference, hotel rooms, 11/4-5/12",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109931
1500.00,2012-10-15,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment, Morim conference, hotel rooms, 11/4-5/12",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109932
1500.00,2012-10-23,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment, Morim conference, hotel rooms, 11/4-5/12",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109933
3813.30,2012-11-06,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment, Morim conference, hotel rooms, 11/4-5/12",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109934
1009.43,2012-11-06,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment, Morim conference, hotel rooms, 11/4-5/12",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109935
5000.00,2012-11-01,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Payment, Morim conference, hotel rooms, 11/4-5/12",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109936
2901.45,2012-09-12,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Catering for Israel Experience & Onward Israel meeting on 9/12/12,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109937
4290.00,2012-10-23,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Deposit for catering 11/04-05/2012,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109938
5000.00,2012-10-23,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Balance due for catering 11/04-05/2012,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109939
56375.00,2012-11-08,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Deposit, Catering, Kenes Shlichim 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109940
10000.00,2012-10-18,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Deposit, Catering, Kenes Shlichim 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109941
1994.00,2012-11-07,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Security for event, 11/07/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109942
15000.00,2012-11-14,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Deposit #3 for Y2L 2013,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109943
15000.00,2012-12-04,World Zionist Organization,"World Zionist Organization_American Section, Inc.",Deposit #4 for Y2L 2013,,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109944
545.00,2012-10-10,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109945
440.00,2012-10-11,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109946
580.00,2012-08-31,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109947
709.00,2012-09-13,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109948
704.00,2012-09-07,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109949
395.00,2012-09-06,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109950
339.00,2012-09-05,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109951
457.00,2012-10-05,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109952
506.00,2012-09-06,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109953
335.00,2012-10-05,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109954
716.00,2012-09-13,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109955
198.00,2012-10-16,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109956
466.00,2012-10-16,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109957
388.00,2012-09-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109958
3660.00,2012-10-15,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109959
473.00,2012-10-10,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109960
363.00,2012-10-04,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109961
677.00,2012-10-10,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109962
512.00,2012-10-15,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109963
465.00,2012-09-27,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109964
259.00,2012-10-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109965
511.00,2012-10-15,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109966
476.00,2012-09-13,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109967
547.00,2012-10-11,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109968
446.00,2012-09-14,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109969
225.00,2012-09-28,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109970
225.00,2012-09-28,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109971
304.00,2012-10-11,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109972
86.00,2012-10-17,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109973
225.00,2012-09-14,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109974
225.00,2012-09-20,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109975
433.00,2012-10-04,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109976
240.00,2012-10-16,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109977
254.00,2012-10-18,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109978
281.00,2012-10-12,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109979
261.00,2012-09-12,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109980
286.00,2012-09-20,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109981
273.00,2012-10-05,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109982
345.00,2012-09-27,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109983
328.00,2012-09-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109984
710.00,2012-10-19,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109985
405.00,2012-09-27,World Zionist Organization,"World Zionist Organization_American Section, Inc.","Flt tkt, Kenes Shlichim, 11/2012",,http://www.fara.gov/docs/2278-Supplemental-Statement-20130130-16.pdf,109986
